Aleisha Albright,20000280,DS,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,
Setsuko Prescott,20000391,CS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
Katherine Morrison,20000147,CS,playing drums,playing drums,playing drums,playing drums,playing drums,playing drums,playing drums,playing drums,playing drums,playing drums,
Shery Nieto,20000298,DS,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,
Gricelda Eng,20000386,DS,writing poetry,writing poetry,writing poetry,writing poetry,writing poetry,writing poetry,writing poetry,writing poetry,writing poetry,writing poetry,
Charisse Duval,20000203,CS,punishing criminals,punishing criminals,punishing criminals,punishing criminals,punishing criminals,punishing criminals,punishing criminals,punishing criminals,punishing criminals,punishing criminals,
Percy Walker,20000465,CS,speaking with funny accents,speaking with funny accents,speaking with funny accents,speaking with funny accents,speaking with funny accents,speaking with funny accents,speaking with funny accents,speaking with funny accents,speaking with funny accents,speaking with funny accents,
Kathryn Ramirez,20000041,DS,fighting for justice,fighting for justice,fighting for justice,fighting for justice,fighting for justice,fighting for justice,fighting for justice,fighting for justice,fighting for justice,fighting for justice,
Sophie Stokes,20000428,CS,promoting air travel,promoting air travel,promoting air travel,promoting air travel,promoting air travel,promoting air travel,promoting air travel,promoting air travel,promoting air travel,promoting air travel,
Rebecca Dennis,20000440,DS,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,
Kathleen Fields,20000469,CS,delivering judgments,delivering judgments,delivering judgments,delivering judgments,delivering judgments,delivering judgments,delivering judgments,delivering judgments,delivering judgments,delivering judgments,
Joseph Bailey,20000091,CS, embezzling tax money, embezzling tax money, embezzling tax money, embezzling tax money, embezzling tax money, embezzling tax money, embezzling tax money, embezzling tax money, embezzling tax money, embezzling tax money,
Leopoldo Embry,20000291,CS,killing murderers,killing murderers,killing murderers,killing murderers,killing murderers,killing murderers,killing murderers,killing murderers,killing murderers,killing murderers,
Cindy Ruiz,20000479,DS,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,
Adrian Rose,20000103,DS,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,
Roselyn Schott,20000331,CS,spreading fear,spreading fear,spreading fear,spreading fear,spreading fear,spreading fear,spreading fear,spreading fear,spreading fear,spreading fear,
Gloria Vargas,20000495,CS,drinking demon blood,drinking demon blood,drinking demon blood,drinking demon blood,drinking demon blood,drinking demon blood,drinking demon blood,drinking demon blood,drinking demon blood,drinking demon blood,
Aleisha Albright,20000280,DS,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,
Bobbie Reyes,20000488,CS,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,
Ricky Parker,20000127,DS,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,developing new technologies ,
Kira Earl,20000343,CS,hacking into computers,hacking into computers,hacking into computers,hacking into computers,hacking into computers,hacking into computers,hacking into computers,hacking into computers,hacking into computers,hacking into computers,
Earl Watson,20000007,CS,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,
Karma Kelleher,20000272,DS,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,
Evangeline Benitez,20000276,CS,making threatening phone calls,making threatening phone calls,making threatening phone calls,making threatening phone calls,making threatening phone calls,making threatening phone calls,making threatening phone calls,making threatening phone calls,making threatening phone calls,making threatening phone calls,
Jeremy Gonzales,20000016,DS,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,
Sixta Boling,20000277,CS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
Melissa Alexander,20000160,DS,patenting new technologies ,patenting new technologies ,patenting new technologies ,patenting new technologies ,patenting new technologies ,patenting new technologies ,patenting new technologies ,patenting new technologies ,patenting new technologies ,patenting new technologies ,
Krystin Camp,20000231,CS,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,
Carletta Gilliland,20000218,CS,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,
Kelly Johnston,20000456,DS,writing bad movies,writing bad movies,writing bad movies,writing bad movies,writing bad movies,writing bad movies,writing bad movies,writing bad movies,writing bad movies,writing bad movies,
Antony Marchand,20000270,CS,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,
Maxima Talley,20000249,DS,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,
Luigi Mccray,20000315,CS,promoting liberalism,promoting liberalism,promoting liberalism,promoting liberalism,promoting liberalism,promoting liberalism,promoting liberalism,promoting liberalism,promoting liberalism,promoting liberalism,
Javier Long,20000424,DS,composing classical music,composing classical music,composing classical music,composing classical music,composing classical music,composing classical music,composing classical music,composing classical music,composing classical music,composing classical music,
Bridgett Shah,20000317,CS,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,
Stephanie Clark,20000073,CS,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,
Elisa Schmidt,20000436,DS,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,
Susie Frazier,20000106,CS,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,
Hsiu Mattos,20000236,DS,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,fighting against totalitarianism,
Paula Davis,20000089,CS,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,searching for the messiah,
Teresa Evans,20000049,CS,singing protest songs,singing protest songs,singing protest songs,singing protest songs,singing protest songs,singing protest songs,singing protest songs,singing protest songs,singing protest songs,singing protest songs,
Angel Graves,20000431,DS,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,writing for the New Yorker,
Brian Butler,20000015,CS,commiting perjury,commiting perjury,commiting perjury,commiting perjury,commiting perjury,commiting perjury,commiting perjury,commiting perjury,commiting perjury,commiting perjury,
Desirae Beckett,20000302,CS,looking after children,looking after children,looking after children,looking after children,looking after children,looking after children,looking after children,looking after children,looking after children,looking after children,
Teri Ortiz,20000149,DS,seducing women,seducing women,seducing women,seducing women,seducing women,seducing women,seducing women,seducing women,seducing women,seducing women,
Catherina Hanna,20000284,CS,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,
Doris Reed,20000057,CS,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,
