Julia Smith, 20000017, CS, collecting treasures,selling fast food,starring in Hollywood movies,hiding from extremists,ranting about liberals,writing short stories,warning about totalitarianism,writing pop songs,selling cheap airline seats,seducing women
Adam Lee, 20000071, CS, directing Hollywood movies,popping amphetamines,taking anabolic steroids,modeling clothes,gyrating hips,tolerating adultery,writing short stories,fighting with swords,solving mysteries,ranting about liberals
Sherie Lerner, 20000259, CS, solving crimes,singing pop songs,expressing dissent,worrying about health,writing modern fiction,playing the banjo,writing pop songs,writing TV comedies,eluding authorities,deflating political egos
Dennis Edwards, 20000029, CS, playing the banjo,making cartoons,climbing social ladders,writing short stories,challenging artistic norms,selling franchises,promoting conservative values,starring in comedies,running a media empire,promoting Catholic values
Brittaney Steward, 20000292, DS, making topiary sculptures,running a multinational corporation,devising evil schemes,starring in madcap comedies,preparing for war,teaching young mutants,singing pop songs,making soap,fighting with swords,running a school for gifted teens
Lorine Linkous, 20000334, DS, tempting the innocent,gadding about town,foiling the schemes of evil villains,eluding authorities,solving mysteries,writing plays,tricking criminals,selling franchises,dating young women,practicing good skin care
Patti Wright, 20000421, CS, building airplanes,singing torch songs,ranting about liberals,promoting Scientology,campaigning for the presidency,promoting conservative values,starring in Hollywood movies,collecting rock samples,promoting atheism,starring in comedies
Dominica Otero, 20000206, DS, performing kung-fu moves,looking after children,studying science,promoting circus attractions,drawing whimsical cartoons,rescuing damsels in distress,running a school for gifted teens,seducing women,promoting hair products,preventing crime
Antonio Santana, 20000346, DS, seducing young women,selling fast food,leading revolts,cross-dressing in women's clothes,hacking into computers,climbing social ladders,apprehending criminals,instigating rebellion,performing Web searches,solving crimes
Lashon Stiles, 20000295, DS, causing mayhem,devising evil schemes,composing classical music,eluding imperial storm-troopers,solving mysteries,punishing terrorists,pioneering new technologies,making documentaries,running a fast-food business,living amongst apes
Antonio Santana, 20000346, DS, teaching the next generation,terrorizing sleepers,killing demons,recruiting dissidents,killing monsters,studying magic,talking in riddles,solving mysteries,cheating at poker,impersonating women
Ellyn Towns, 20000326, CS, trading innuendo,writing Hollywood movies,amassing wealth,collecting treasures,chain-smoking Gauloises Bleues,ruling over subjects,collecting rock samples,eluding authorities,womanizing,writing romantic poetry
Teresa Evans, 20000049, CS, promoting conservative values,running a media empire,ruling over subjects,ordering wire-taps,plotting mutinies,promoting movie violence,running pyramid schemes,ranting about liberals,grabbing power,trading innuendo
Steve Ross, 20000024, CS, making cartoons,running a media empire,popping amphetamines,coining sparkling witticisms,producing Hipbop records,healing the sick,starring in comedies,writing pop songs,fighting for democracy,singing pop songs
Mary Walters, 20000186, CS, commiting perjury,producing Hipbop records,seducing women,undermining authority,writing pop songs,cooking fancy food,promoting air travel,ranting about liberals,dancing to disco music,finding clues
Drema Saylor, 20000376, DS, running a media empire,punishing criminals,killing demons,cross-dressing in women's clothes,performing magic tricks,writing pop songs,womanizing,pursuing criminals,maintaining a secret identity,avoiding growing old
Audie Gunther, 20000336, DS, burping,recruiting dissidents,fighting for the resistance,convicting criminals,fighting in gladiator arenas,explaining evolution,extracting confessions,reading minds,cross-dressing in women's clothes,punishing criminals
Veta Dix, 20000221, DS, creating nightmares,finding clues,defending the weak,playing quidditch,fighting for justice,solving crimes,killing monsters,apprehending criminals,performing magic tricks,pursuing criminals
Hee Welker, 20000375, DS, performing office chores,eluding authorities,reading self-help books,promoting conservative values,tracking down criminals,singing bawdy songs,hacking into computers,looking after children,punishing criminals,extracting confessions
Norma Price, 20000080, CS, singing pop songs,testing new technologies,running Ponzi schemes,taking anabolic steroids,writing TV comedies,expressing dissent,writing romantic poetry,writing modern fiction,ruling over subjects,writing plays
Roselyn Schott, 20000331, DS, betraying friends,pursuing criminals,wielding political power,making ice sculptures,solving mysteries,practicing the Occult,studying science,eating carrots,eluding capture,tracking down criminals
Betty Hughes, 20000044, CS, making unauthorized sex tapes,collecting rock samples,promoting conservative values,publishing newspapers,crushing dissent,singing pop songs,promoting humanism,test-driving cars,hiding from extremists,starring in comedies
Tina Griffin, 20000138, DS, cross-dressing in women's clothes,tracking down criminals,killing monsters,playing rock guitar,tempting fate,building an army,drinking demon blood,practicing insincerity,grabbing power,promoting logical thinking
Steven Green, 20000437, DS, reporting the news,reading self-help books,running a media empire,promoting healthy eating,living amongst apes,hunting monsters,chasing murderers,running a fast-food business,interpreting evidence,solving crimes
Wilbur Thornton, 20000132, CS, promoting Heliocentrism,pioneering new technologies,promoting humanism,starring in comedies,promoting Catholic values,writing political tracts,going for a spacewalk,writing Hollywood movies,betraying friends,writing pop songs
Janet Jones, 20000039, DS, maintaining a secret identity,preparing for war,playing Baccarat ,promoting diversity,tracking down criminals,solving crimes,punishing criminals,casting magic spells,writing plays,duelling acrobatically
Percy Walker, 20000465, DS, meddling in the dark arts,engaging in bare-knuckle fighting,solving crimes,raging against the machine,performing office chores,reporting the news,starring in Hollywood movies,spying on girls,terrorizing sleepers,leading revolts
Sage Goldsmith, 20000216, CS, preaching tolerance,hiding from the public,leading armies into battle,starring in Hollywood movies,writing short stories,writing modern fiction,pioneering new technologies,promoting movie violence,selling modern art,singing pop songs
Judith Butler, 20000146, CS, selling stock cubes,writing polemics,amassing nuclear weapons,running a kingdom,scandalizing polite society,coining sparkling witticisms,bugging political rivals,running a frontier town,proving math theorems,writing rock songs
Albert Mitchell, 20000079, DS, looking after children,preventing crime,promoting conservative values,finding clues,apprehending criminals,pursuing criminals,teaching magic,killing monsters,running a multinational corporation,promoting the Dark Side
Melissa Alexander, 20000160, DS, reading Cosmopolitan,pinching pennies,convicting criminals,running a hardware company,smoking Silk Cut cigarettes,making documentaries,studying science,solving crimes,promoting hair products,extracting confessions
Stacey Roy, 20000137, CS, promoting atheism,ranting about liberals,managing large development projects,campaigning for democracy,singing pop songs,directing comedies,avoiding taxes,running a kingdom,staring at the moon,writing short stories
Cecelia Dixon, 20000446, CS, building a search engine,developing new technologies ,running a kingdom,promoting conservative values,marrying underage girls,singing jazz songs,writing pop songs,preaching to presidents,fighting with swords,building airplanes
﻿Ernest Rivera, 20000001, DS, commanding a spaceship,living amongst apes,extracting confessions,duelling acrobatically,promoting hair products,promoting socialism,promoting pop music,spreading revolution,playing rock guitar,defending the weak
Meagan Negrete, 20000201, DS, leading revolts,performing magic tricks,solving crimes,drinking demon blood,devising evil schemes,rooting out facts,killing monsters,promoting socialism,performing Web searches,running a multinational corporation
Rossana Denton, 20000251, DS, extracting confessions,womanizing,promoting hair products,punishing criminals,killing demons,smoking cigarettes,maintaining a secret identity,running a kingdom,selling franchises,practicing insincerity
Charisse Duval, 20000203, DS, cheating at poker,reading self-help books,brewing magican potions,playing Baccarat ,striving for world domination,killing demons,devising evil schemes,wielding political power,solving mysteries,gadding about town
Tami Black, 20000108, DS, promoting charity,killing demons,interviewing celebrities,solving mysteries,running a hardware company,playing rock guitar,tricking criminals,punishing criminals,starring in Hollywood movies,playing Baccarat 
Bertie Dell, 20000234, DS, running a software company,eating people,pursuing criminals,promoting conservative values,performing office chores,rescuing damsels in distress,solving crimes,chasing terrorists,gadding about town,crushing dissent
Tari Cash, 20000226, DS, eluding authorities,tracking down criminals,reading minds,recruiting dissidents,pursuing criminals,fighting for democracy,building an army,punishing criminals,inventing electrical marvels,making insipid musicals
Homer Wise, 20000199, DS, practicing insincerity,solving crimes,teaching magic,crushing dissent,starring in Hollywood movies,striving for world domination,casting magic spells,treating diseases,tracking down criminals,promoting circus attractions
Bobbie Reyes, 20000488, DS, trading innuendo,tracking down criminals,performing magic tricks,interpreting evidence,teaching the next generation,betraying friends,starring in Hollywood movies,losing control,playing rock music,composing advertizing jingles
Margarita Foster, 20000128, DS, punishing criminals,eluding capture,promoting conservative values,pursuing criminals,making topiary sculptures,eating census takers,promoting charity,fighting guerilla wars,making documentaries,writing up case notes
Susie Frazier, 20000106, DS, making ice sculptures,killing rival gladiators,promoting socialism,pursuing criminals,pioneering new technologies,over-acting,running a media empire,interviewing politicians,maintaining a secret identity,starring in Hollywood movies
Solomon Mccallum, 20000357, CS, starring in sit-coms,promoting atheism,fighting for civil rights,surviving fatwas,fighting for democracy,running a kingdom,playing baseball,writing pop songs,collecting rock samples,running a software company
Roselyn Schott, 20000331, CS, dancing to disco music,starring in comedies,selling stock cubes,playing jazz trumpet,making cartoons,directing indy movies,playing the trumpet,ruling over subjects,test-driving cars,grabbing power
